income,investment_percentage,goal,risk,return_rate,Goal_Feasibility,Duration_to_Achieve_Goal,Type_of_Goal
370890,22,short,medium,5.207056054,Not Feasible,13,Go on a vacation
759122,30,short,low,2.40512005,Not Feasible,13,Buy fancy shoes
655194,46,medium,high,10.58451917,Not Feasible,7,Save for higher education
211260,35,medium,high,13.05173077,Not Feasible,11,Buy home appliances
755219,42,medium,high,10.25616601,Not Feasible,7,Save for higher education
787881,26,long,high,11.55475062,Not Feasible,13,Save for a house down payment
773034,40,medium,medium,6.795076562,Not Feasible,14,Save for higher education
541885,23,short,low,2.257102335,Not Feasible,7,Go on a vacation
843525,18,short,medium,6.716362743,Not Feasible,10,Pay off a small loan
440442,18,medium,medium,7.831127266,Not Feasible,10,Buy home appliances
213199,33,long,low,2.966567023,Not Feasible,10,Buy a car
386794,21,long,medium,9.653405813,Not Feasible,8,Buy a car
494585,41,short,low,2.857838732,Not Feasible,12,Pay off a small loan
742722,13,long,medium,8.254804066,Not Feasible,13,Build a retirement fund
691777,5,medium,high,12.69353743,Not Feasible,14,Travel abroad for holiday
946197,8,long,medium,6.875846589,Not Feasible,10,Start a business
482890,11,long,medium,9.844416748,Not Feasible,10,Build a retirement fund
393100,15,short,medium,9.294587004,Not Feasible,10,Pay off a small loan
125598,18,short,medium,6.003337863,Not Feasible,10,Go on a vacation
260100,46,short,medium,9.862328599,Not Feasible,10,Pay off a small loan
792877,23,long,low,2.057265502,Not Feasible,10,Start a business
718521,44,short,high,10.05414058,Not Feasible,8,Purchase a smartphone
786676,7,short,high,10.47714294,Not Feasible,7,Upgrade clothing
143241,12,long,low,3.066977869,Not Feasible,8,Save for a house down payment
749452,33,long,low,3.094863697,Not Feasible,8,Start a business
163124,41,long,medium,5.279068741,Not Feasible,12,Save for a house down payment
475065,47,medium,medium,8.71517911,Not Feasible,14,Travel abroad for holiday
214923,13,medium,medium,6.60434515,Not Feasible,11,Buy home appliances
18036,23,long,low,4.844016499,Not Feasible,11,Buy a car
566066,16,short,medium,9.991179986,Not Feasible,9,Purchase a smartphone
955238,31,long,low,4.070574736,Not Feasible,7,Save for children's education
164245,41,medium,medium,5.576426026,Not Feasible,10,Buy home appliances
695763,29,short,low,3.551535104,Not Feasible,12,Purchase a smartphone
993825,49,medium,high,13.92374874,Feasible,10,Buy a motorcycle
212747,42,medium,low,4.754731812,Not Feasible,13,Save for higher education
933848,21,medium,medium,7.133200016,Not Feasible,9,Build an emergency fund
553088,48,medium,low,2.0006867,Not Feasible,10,Buy home appliances
297516,37,short,medium,7.034183786,Not Feasible,9,Buy fancy shoes
333660,43,long,medium,7.863290173,Not Feasible,7,Invest in a property
816970,18,short,medium,5.555038062,Not Feasible,10,Upgrade clothing
860350,32,long,medium,8.230517281,Not Feasible,14,Save for children's education
942477,22,long,medium,7.813548957,Not Feasible,14,Start a business
343299,37,short,high,12.38897085,Not Feasible,8,Purchase a smartphone
765600,46,long,high,12.71175377,Not Feasible,9,Save for children's education
69500,19,short,medium,5.149151913,Not Feasible,14,Go on a vacation
177647,15,short,low,4.258651294,Not Feasible,10,Go on a vacation
246527,40,long,low,4.096302813,Not Feasible,7,Save for children's education
445477,19,long,high,11.00392788,Not Feasible,8,Buy a car
644947,34,medium,high,10.38323478,Not Feasible,13,Buy home appliances
562004,19,long,medium,6.96321082,Not Feasible,9,Invest in a property
406452,27,long,low,4.272447217,Not Feasible,11,Buy a car
419064,47,long,low,3.186052703,Not Feasible,11,Build a retirement fund
12352,19,short,medium,8.613147005,Not Feasible,14,Pay off a small loan
143004,33,medium,low,4.329285362,Not Feasible,11,Build an emergency fund
872881,15,medium,high,10.22954873,Not Feasible,8,Buy a motorcycle
542844,49,short,medium,6.9769394,Not Feasible,12,Purchase a smartphone
796261,22,long,low,4.964894909,Not Feasible,14,Invest in a property
358980,44,long,low,2.078888346,Not Feasible,10,Save for children's education
670858,35,short,high,14.47472732,Not Feasible,10,Pay off a small loan
741478,13,medium,medium,5.584547101,Not Feasible,10,Take a professional certification course
60098,26,short,high,13.05259249,Not Feasible,7,Go on a vacation
991890,15,short,low,4.849252278,Not Feasible,9,Pay off a small loan
384313,21,long,medium,8.079752142,Not Feasible,13,Build a retirement fund
674929,37,short,high,10.95066976,Not Feasible,7,Buy fancy shoes
257199,15,short,high,11.03729645,Not Feasible,8,Upgrade clothing
136060,43,short,medium,5.15078065,Not Feasible,7,Purchase a smartphone
197954,12,long,low,3.067397573,Not Feasible,9,Build a retirement fund
735753,8,long,medium,7.923838611,Not Feasible,13,Build a retirement fund
140544,40,medium,high,14.05159548,Not Feasible,10,Buy a motorcycle
534628,23,medium,high,12.91359561,Not Feasible,8,Buy a motorcycle
709309,28,medium,medium,9.560312224,Not Feasible,13,Buy home appliances
616590,45,long,medium,8.457100907,Not Feasible,13,Start a business
989947,22,medium,medium,7.764593549,Not Feasible,8,Travel abroad for holiday
757028,37,short,medium,6.030222306,Not Feasible,11,Upgrade clothing
477243,40,medium,high,13.92561099,Not Feasible,8,Travel abroad for holiday
534426,14,short,medium,6.514819051,Not Feasible,14,Go on a vacation
403574,18,medium,medium,6.604405293,Not Feasible,7,Build an emergency fund
653907,11,long,high,10.53010985,Not Feasible,8,Invest in a property
478466,16,short,high,10.25438239,Not Feasible,13,Go on a vacation
881808,26,short,high,12.27636821,Not Feasible,14,Buy fancy shoes
634219,31,long,medium,5.613596261,Not Feasible,14,Save for a house down payment
958158,41,short,medium,6.692968133,Not Feasible,8,Purchase a smartphone
166951,15,medium,low,4.513383089,Not Feasible,9,Buy a motorcycle
877964,40,long,medium,6.647380054,Not Feasible,10,Save for children's education
852210,17,short,low,3.861586139,Not Feasible,8,Buy fancy shoes
572060,36,long,medium,9.254753843,Not Feasible,8,Save for a house down payment
68478,12,short,high,10.74580445,Not Feasible,7,Purchase a smartphone
467569,11,short,low,4.839701796,Not Feasible,13,Purchase a smartphone
561050,47,long,low,3.680619579,Not Feasible,13,Start a business
154355,47,short,high,13.67821797,Not Feasible,14,Purchase a smartphone
729282,21,medium,low,4.57453725,Not Feasible,14,Build an emergency fund
704780,26,medium,medium,8.895243665,Not Feasible,7,Take a professional certification course
852000,38,short,low,2.723482976,Not Feasible,12,Buy fancy shoes
881522,24,short,high,11.2554002,Not Feasible,11,Purchase a smartphone
816651,12,medium,medium,5.892083485,Not Feasible,7,Save for higher education
853601,26,short,low,2.585691834,Not Feasible,8,Go on a vacation
503671,31,short,medium,9.022748664,Not Feasible,7,Upgrade clothing
609253,38,long,low,3.681174039,Not Feasible,12,Build a retirement fund
187912,25,long,high,10.64339343,Not Feasible,13,Start a business
185767,19,medium,low,2.927029572,Not Feasible,12,Save for higher education
246281,9,medium,high,10.38665906,Not Feasible,13,Buy home appliances
94754,42,long,medium,9.138875805,Not Feasible,10,Invest in a property
612276,21,long,medium,8.076910065,Not Feasible,9,Save for children's education
461558,12,medium,medium,5.82211373,Not Feasible,9,Save for higher education
517732,23,medium,low,4.511553037,Not Feasible,13,Travel abroad for holiday
160023,9,medium,high,14.48489405,Not Feasible,11,Travel abroad for holiday
666667,27,long,low,4.116423699,Not Feasible,11,Save for children's education
90388,23,long,high,12.48811536,Not Feasible,11,Save for children's education
887200,18,short,high,13.86179698,Not Feasible,9,Buy fancy shoes
831860,14,medium,medium,6.916426803,Not Feasible,13,Build an emergency fund
249779,35,short,high,12.23649521,Not Feasible,13,Go on a vacation
888453,17,medium,low,3.288490385,Not Feasible,10,Take a professional certification course
914850,26,long,medium,9.875236409,Not Feasible,8,Start a business
216846,41,medium,high,11.65179151,Not Feasible,10,Buy a motorcycle
704335,43,medium,low,3.489603635,Not Feasible,8,Buy a motorcycle
142212,14,long,low,4.658732917,Not Feasible,7,Save for children's education
952346,35,long,medium,5.427277164,Not Feasible,9,Save for children's education
822853,47,medium,high,11.44841959,Not Feasible,12,Buy a motorcycle
798140,39,medium,high,13.75537179,Not Feasible,13,Buy home appliances
931134,17,medium,medium,8.691889869,Not Feasible,9,Build an emergency fund
422811,34,medium,medium,7.784676331,Not Feasible,11,Take a professional certification course
610309,38,medium,medium,8.473169387,Not Feasible,9,Buy a motorcycle
169380,40,long,medium,6.418025819,Not Feasible,13,Buy a car
54789,39,medium,low,3.944368638,Not Feasible,7,Buy a motorcycle
983194,8,long,medium,5.237437572,Not Feasible,10,Buy a car
36086,8,short,high,14.92799112,Not Feasible,7,Buy a laptop
289003,10,short,high,13.20146112,Not Feasible,13,Buy a laptop
541972,32,medium,high,10.8967344,Not Feasible,10,Take a professional certification course
101088,34,short,low,4.164001014,Not Feasible,14,Buy fancy shoes
404423,31,long,high,13.19655911,Not Feasible,11,Invest in a property
580387,9,short,low,4.892831873,Not Feasible,13,Pay off a small loan
995000,48,short,high,11.44469373,Feasible,10,Buy a laptop
600381,43,long,medium,5.281756548,Not Feasible,10,Buy a car
170761,39,medium,low,2.549910279,Not Feasible,10,Travel abroad for holiday
845083,43,long,low,3.256302265,Not Feasible,13,Buy a car
548181,48,long,low,2.712563477,Not Feasible,11,Buy a car
501024,19,medium,high,13.71637057,Not Feasible,12,Buy a motorcycle
600706,23,long,medium,5.237624887,Not Feasible,14,Save for a house down payment
135074,34,medium,high,10.64312472,Not Feasible,9,Save for higher education
899497,42,long,low,2.92590527,Not Feasible,9,Buy a car
140351,36,short,medium,7.801332742,Not Feasible,12,Buy a laptop
725371,44,medium,low,2.875467095,Not Feasible,9,Buy home appliances
48635,33,medium,low,3.685109727,Not Feasible,12,Buy home appliances
983619,10,short,high,11.55739179,Not Feasible,8,Pay off a small loan
105071,30,short,high,13.79999456,Not Feasible,8,Go on a vacation
475918,31,medium,medium,8.707877857,Not Feasible,8,Take a professional certification course
874950,39,short,high,13.95078441,Not Feasible,7,Pay off a small loan
378377,32,long,high,14.78335439,Not Feasible,9,Start a business
900083,9,long,high,14.1291902,Not Feasible,10,Buy a car
607093,45,long,low,4.486847519,Not Feasible,11,Buy a car
986458,20,short,low,3.143175055,Not Feasible,11,Purchase a smartphone
431280,45,short,high,11.55577987,Not Feasible,8,Upgrade clothing
919245,22,short,low,2.665430455,Not Feasible,13,Buy a laptop
351207,17,medium,high,12.21833871,Not Feasible,7,Save for higher education
274598,47,long,medium,6.881587823,Not Feasible,13,Save for children's education
293022,29,medium,high,11.10659239,Not Feasible,13,Travel abroad for holiday
192170,14,medium,medium,5.008980962,Not Feasible,8,Take a professional certification course
203226,33,medium,high,12.27804491,Not Feasible,8,Buy a motorcycle
154063,14,long,medium,9.902872026,Not Feasible,14,Save for children's education
602632,10,long,low,4.189887825,Not Feasible,10,Build a retirement fund
901378,20,long,high,14.69796131,Not Feasible,12,Buy a car
570881,29,short,medium,7.501588864,Not Feasible,12,Upgrade clothing
570592,48,long,medium,9.933083587,Not Feasible,9,Build a retirement fund
433602,8,short,low,2.597530027,Not Feasible,8,Buy fancy shoes
720580,41,short,medium,7.763296914,Not Feasible,12,Go on a vacation
123613,38,short,high,11.30234055,Not Feasible,11,Buy a laptop
734698,23,long,medium,6.143553914,Not Feasible,9,Save for a house down payment
497505,37,long,medium,9.678221698,Not Feasible,14,Save for a house down payment
424299,8,long,medium,7.883633604,Not Feasible,14,Save for children's education
552642,48,long,low,2.250581543,Not Feasible,7,Start a business
294334,38,medium,low,3.102608694,Not Feasible,9,Buy a motorcycle
540430,16,long,low,4.514139247,Not Feasible,13,Build a retirement fund
431614,35,long,medium,5.468566756,Not Feasible,7,Invest in a property
193043,20,long,low,2.065680067,Not Feasible,8,Save for children's education
838294,6,long,low,4.537239161,Not Feasible,12,Save for a house down payment
718770,6,long,high,13.40737804,Not Feasible,13,Invest in a property
160575,40,medium,medium,5.350602857,Not Feasible,8,Save for higher education
135438,10,medium,low,2.551184025,Not Feasible,9,Buy a motorcycle
582744,27,short,high,10.35453169,Not Feasible,7,Purchase a smartphone
634455,43,short,high,10.3473369,Not Feasible,12,Buy fancy shoes
878467,48,long,medium,9.500442615,Not Feasible,8,Invest in a property
804448,41,short,medium,8.768104167,Not Feasible,9,Upgrade clothing
274528,20,medium,high,12.56473509,Not Feasible,7,Save for higher education
203392,47,long,medium,6.59493447,Not Feasible,10,Save for children's education
418288,48,short,high,13.05680534,Not Feasible,12,Upgrade clothing
112239,23,short,low,2.856712148,Not Feasible,12,Purchase a smartphone
645719,28,medium,medium,5.711001295,Not Feasible,8,Save for higher education
876450,31,long,low,3.460308414,Not Feasible,11,Save for a house down payment
574798,11,short,medium,9.226385605,Not Feasible,11,Upgrade clothing
714293,34,medium,high,13.42388045,Not Feasible,13,Take a professional certification course
818258,45,long,low,4.354605346,Not Feasible,8,Save for a house down payment
340170,18,medium,high,10.89403711,Not Feasible,9,Take a professional certification course
131668,48,long,high,14.80782929,Not Feasible,9,Buy a car
776988,19,long,high,10.37707999,Not Feasible,12,Build a retirement fund
428734,16,long,medium,7.551971496,Not Feasible,10,Start a business
558333,33,medium,medium,6.860676523,Not Feasible,10,Buy home appliances
191948,27,long,high,12.96128924,Not Feasible,11,Save for a house down payment
495662,17,short,high,14.70394338,Not Feasible,9,Purchase a smartphone
624390,13,long,medium,5.552924987,Not Feasible,11,Invest in a property
324063,28,long,low,2.396231504,Not Feasible,12,Build a retirement fund
633729,43,medium,medium,6.674161088,Not Feasible,13,Build an emergency fund
168175,34,long,medium,8.206187141,Not Feasible,12,Buy a car
259877,5,short,medium,5.731717285,Not Feasible,11,Go on a vacation
963692,14,short,low,2.391624249,Not Feasible,9,Purchase a smartphone
146917,42,long,medium,8.958480639,Not Feasible,11,Buy a car
227770,19,medium,medium,8.974155729,Not Feasible,9,Save for higher education
964178,13,short,low,4.041619877,Not Feasible,12,Upgrade clothing
652613,17,medium,medium,7.05252624,Not Feasible,8,Buy home appliances
553625,27,long,high,12.86845692,Not Feasible,13,Start a business
687673,37,medium,low,3.845061157,Not Feasible,7,Travel abroad for holiday
954447,13,long,medium,8.395514256,Not Feasible,14,Buy a car
350093,7,long,high,11.16814643,Not Feasible,12,Build a retirement fund
796708,34,medium,high,12.57811707,Not Feasible,9,Build an emergency fund
323295,13,short,low,4.994634441,Not Feasible,8,Purchase a smartphone
945115,29,long,low,2.527787448,Not Feasible,14,Save for children's education
677304,28,long,medium,5.38756914,Not Feasible,12,Buy a car
